Origin,Destination,Distance_km,Carrier,Weather,Traffic,Month,Is_Festival_Season,Delayed,Delay_Hours
Lucknow,Mumbai,885,Ecom Express,Clear,Medium,11,1,1,12.45
Ahmedabad,Jaipur,1980,Xpressbees,Storm,Medium,11,1,0,0.0
Kolkata,Pune,823,Blue Dart,Clear,Low,10,1,0,0.0
Lucknow,Pune,279,Delhivery,Clear,Low,11,1,0,0.0
Bangalore,Chennai,1860,Ecom Express,Clear,Low,11,1,0,0.0
Bangalore,Kolkata,537,Shadowfax,Rain,Medium,8,0,1,1.61
Kolkata,Bangalore,93,Shadowfax,Clear,Medium,11,1,1,19.22
Ahmedabad,Chennai,1796,India Post,Rain,Low,9,0,1,1.95
Jaipur,Hyderabad,2454,DTDC,Clear,Medium,4,0,0,0.0
Kolkata,Hyderabad,1482,Blue Dart,Heavy Rain (Monsoon),High,8,0,1,15.17
Jaipur,Lucknow,588,Xpressbees,Rain,Medium,7,0,0,0.0
Delhi,Hyderabad,1635,Xpressbees,Rain,Low,7,0,0,0.0
Ahmedabad,Lucknow,2414,India Post,Clear,Medium,2,0,0,0.0
Lucknow,Bangalore,1035,Delhivery,Clear,Medium,1,0,0,0.0
Jaipur,Kolkata,303,DTDC,Clear,Low,5,0,0,0.0
Hyderabad,Jaipur,196,Xpressbees,Rain,High,11,1,1,30.34
Bangalore,Hyderabad,123,Blue Dart,Fog,Medium,12,0,0,0.0
Lucknow,Kolkata,1022,Ecom Express,Rain,High,9,0,0,0.0
Mumbai,Hyderabad,1671,Shadowfax,Fog,Jam (Gridlock),12,0,1,3.35
Mumbai,Chennai,183,Xpressbees,Clear,High,2,0,0,0.0
Delhi,Pune,2305,Blue Dart,Clear,Medium,1,0,0,0.0
Lucknow,Jaipur,225,Ecom Express,Clear,Medium,3,0,0,0.0
Delhi,Ahmedabad,1401,DTDC,Rain,Medium,9,0,0,0.0
Hyderabad,Ahmedabad,1294,Blue Dart,Heavy Rain (Monsoon),Medium,6,0,1,8.39
Hyderabad,Lucknow,1475,Delhivery,Clear,Jam (Gridlock),1,0,0,0.0
Ahmedabad,Delhi,255,DTDC,Fog,Low,5,0,1,10.37
Jaipur,Chennai,1771,Xpressbees,Clear,Jam (Gridlock),5,0,1,3.46
Hyderabad,Pune,1227,India Post,Clear,Low,1,0,0,0.0
Bangalore,Hyderabad,1651,Delhivery,Clear,High,10,1,1,23.85
Bangalore,Ahmedabad,508,Delhivery,Storm,Low,3,0,0,0.0
Hyderabad,Delhi,1993,DTDC,Rain,Medium,8,0,0,0.0
Hyderabad,Delhi,2002,DTDC,Clear,High,3,0,0,0.0
Jaipur,Mumbai,1177,Delhivery,Clear,Medium,4,0,0,0.0
Delhi,Jaipur,1480,Blue Dart,Clear,Medium,2,0,0,0.0
Chennai,Mumbai,2044,Xpressbees,Fog,Medium,1,0,0,0.0
Bangalore,Chennai,1310,Shadowfax,Rain,Jam (Gridlock),3,0,1,6.69
Mumbai,Pune,402,Delhivery,Clear,Medium,5,0,0,0.0
Kolkata,Delhi,1715,Xpressbees,Heavy Rain (Monsoon),Medium,2,0,0,0.0
Kolkata,Jaipur,1280,Ecom Express,Clear,Jam (Gridlock),8,0,1,3.21
Mumbai,Hyderabad,713,Xpressbees,Clear,Medium,11,1,1,16.62
Jaipur,Mumbai,1904,Xpressbees,Storm,Medium,12,0,0,0.0
Kolkata,Mumbai,2247,Delhivery,Clear,High,11,1,0,0.0
Kolkata,Ahmedabad,2021,Shadowfax,Fog,Low,1,0,0,0.0
Delhi,Bangalore,1722,DTDC,Heavy Rain (Monsoon),High,6,0,0,0.0
Mumbai,Jaipur,137,India Post,Fog,Medium,1,0,0,0.0
Ahmedabad,Jaipur,50,Xpressbees,Storm,Medium,6,0,0,0.0
Mumbai,Bangalore,190,Blue Dart,Clear,Low,4,0,0,0.0
Chennai,Mumbai,2446,Ecom Express,Clear,Medium,4,0,0,0.0
Pune,Ahmedabad,752,Shadowfax,Clear,High,5,0,0,0.0
Bangalore,Chennai,587,Xpressbees,Clear,Medium,5,0,0,0.0
Delhi,Pune,1301,Ecom Express,Clear,Medium,5,0,0,0.0
Bangalore,Ahmedabad,1226,Shadowfax,Clear,Medium,5,0,0,0.0
Delhi,Kolkata,1857,Xpressbees,Fog,Low,5,0,0,0.0
Pune,Delhi,2051,Shadowfax,Heavy Rain (Monsoon),Jam (Gridlock),8,0,1,18.23
Mumbai,Pune,1804,DTDC,Storm,Medium,4,0,0,0.0
Bangalore,Kolkata,330,Xpressbees,Clear,Medium,3,0,0,0.0
Ahmedabad,Hyderabad,1752,Blue Dart,Clear,Low,4,0,0,0.0
Hyderabad,Ahmedabad,1031,Delhivery,Storm,Jam (Gridlock),11,1,1,37.84
Jaipur,Ahmedabad,1807,Shadowfax,Storm,Low,5,0,0,0.0
Chennai,Lucknow,925,Delhivery,Fog,High,1,0,0,0.0
Pune,Bangalore,1364,India Post,Rain,Low,6,0,0,0.0
Chennai,Pune,1200,Xpressbees,Storm,Low,12,0,0,0.0
Ahmedabad,Lucknow,1766,Ecom Express,Storm,Low,9,0,0,0.0
Lucknow,Kolkata,214,Xpressbees,Fog,Medium,12,0,0,0.0
Hyderabad,Lucknow,1797,Delhivery,Clear,Low,5,0,1,0.0
Lucknow,Pune,284,Blue Dart,Fog,Medium,12,0,0,0.0
Delhi,Chennai,1172,Xpressbees,Rain,High,9,0,1,2.88
Mumbai,Bangalore,590,Xpressbees,Heavy Rain (Monsoon),Jam (Gridlock),9,0,0,0.0
Bangalore,Pune,1712,India Post,Clear,Low,12,0,0,0.0
Jaipur,Chennai,559,India Post,Clear,Low,10,1,0,0.0
Bangalore,Jaipur,2210,Blue Dart,Clear,Medium,3,0,0,0.0
Jaipur,Mumbai,2160,Delhivery,Clear,Low,11,1,0,0.0
Chennai,Hyderabad,500,Shadowfax,Clear,Low,9,0,0,0.0
Kolkata,Bangalore,1330,Delhivery,Storm,Jam (Gridlock),10,1,0,0.0
Hyderabad,Delhi,1588,Delhivery,Clear,High,5,0,0,0.0
Chennai,Ahmedabad,1588,Delhivery,Clear,Medium,2,0,0,0.0
Pune,Ahmedabad,898,India Post,Storm,High,9,0,0,0.0
Lucknow,Ahmedabad,2298,Xpressbees,Rain,Medium,11,1,1,15.63
Bangalore,Lucknow,525,DTDC,Heavy Rain (Monsoon),Low,7,0,1,13.19
Lucknow,Pune,119,Ecom Express,Clear,Medium,8,0,0,0.0
Lucknow,Hyderabad,985,India Post,Clear,High,5,0,0,0.0
Chennai,Bangalore,1690,India Post,Clear,Medium,6,0,0,0.0
Chennai,Bangalore,1492,Blue Dart,Clear,Jam (Gridlock),3,0,1,4.3
Hyderabad,Delhi,814,DTDC,Rain,High,7,0,0,0.0
Kolkata,Mumbai,1462,Shadowfax,Clear,Jam (Gridlock),2,0,0,0.0
Lucknow,Jaipur,1265,India Post,Fog,Medium,1,0,0,0.0
Kolkata,Pune,1303,Blue Dart,Storm,Medium,9,0,0,0.0
Kolkata,Chennai,217,Blue Dart,Storm,Medium,5,0,0,0.0
Lucknow,Hyderabad,1262,DTDC,Clear,Medium,12,0,0,0.0
Kolkata,Chennai,1819,Blue Dart,Rain,Low,7,0,0,0.0
Bangalore,Mumbai,2342,Blue Dart,Clear,High,11,1,1,37.39
Jaipur,Mumbai,1307,Xpressbees,Clear,Jam (Gridlock),1,0,1,3.25
Kolkata,Lucknow,2327,India Post,Clear,High,11,1,0,0.0
Delhi,Chennai,2352,Shadowfax,Clear,Jam (Gridlock),6,0,1,2.96
Hyderabad,Bangalore,271,Xpressbees,Storm,Medium,10,1,1,13.41
Mumbai,Pune,2158,India Post,Clear,Jam (Gridlock),9,0,0,0.0
Chennai,Bangalore,631,Shadowfax,Clear,Medium,5,0,0,0.0
Chennai,Delhi,691,Xpressbees,Clear,High,6,0,0,0.0
Jaipur,Lucknow,1144,Shadowfax,Clear,Low,11,1,1,25.94
Lucknow,Bangalore,2106,Xpressbees,Clear,High,7,0,0,0.0
Kolkata,Bangalore,1874,Delhivery,Clear,Jam (Gridlock),8,0,0,0.0
Ahmedabad,Bangalore,2261,Ecom Express,Heavy Rain (Monsoon),Jam (Gridlock),9,0,1,8.76
Mumbai,Kolkata,1667,Delhivery,Storm,Medium,10,1,1,39.91
Lucknow,Ahmedabad,220,India Post,Rain,Medium,2,0,0,0.0
Bangalore,Chennai,2212,Shadowfax,Clear,High,7,0,0,0.0
Jaipur,Hyderabad,836,India Post,Heavy Rain (Monsoon),High,7,0,1,11.3
Pune,Ahmedabad,1446,India Post,Clear,Low,4,0,1,0.0
Kolkata,Pune,1402,DTDC,Storm,Medium,7,0,0,0.0
Mumbai,Jaipur,954,India Post,Storm,Jam (Gridlock),7,0,1,4.29
Kolkata,Bangalore,512,Shadowfax,Clear,Medium,11,1,0,0.0
Hyderabad,Mumbai,1274,Ecom Express,Storm,Medium,10,1,1,43.49
Hyderabad,Mumbai,2394,India Post,Clear,Low,1,0,0,0.0
Kolkata,Lucknow,1014,Delhivery,Clear,Medium,5,0,0,0.0
Pune,Jaipur,1241,Shadowfax,Clear,High,5,0,0,0.0
Pune,Kolkata,1929,India Post,Storm,High,3,0,0,0.0
Pune,Hyderabad,2130,Shadowfax,Clear,Medium,10,1,0,0.0
Pune,Mumbai,656,DTDC,Clear,Jam (Gridlock),7,0,0,0.0
Bangalore,Lucknow,1895,Ecom Express,Heavy Rain (Monsoon),Medium,6,0,1,5.49
Mumbai,Chennai,810,India Post,Clear,High,5,0,0,0.0
Bangalore,Chennai,1534,Shadowfax,Clear,High,4,0,0,0.0
Ahmedabad,Kolkata,345,Shadowfax,Clear,High,10,1,1,20.44
Delhi,Hyderabad,1000,Blue Dart,Clear,Low,4,0,0,0.0
Jaipur,Chennai,955,Ecom Express,Heavy Rain (Monsoon),Medium,5,0,1,8.88
Delhi,Bangalore,1757,Xpressbees,Clear,Medium,10,1,0,0.0
Chennai,Ahmedabad,515,Xpressbees,Rain,Medium,2,0,0,0.0
Ahmedabad,Lucknow,1697,Blue Dart,Storm,Low,1,0,0,0.0
Pune,Delhi,696,Xpressbees,Fog,Medium,1,0,0,0.0
Hyderabad,Lucknow,2001,India Post,Storm,Medium,4,0,0,0.0
Pune,Hyderabad,168,Shadowfax,Clear,Jam (Gridlock),8,0,0,0.0
Delhi,Hyderabad,2139,India Post,Clear,High,11,1,1,43.59
Ahmedabad,Jaipur,2034,Blue Dart,Clear,Low,3,0,0,0.0
Hyderabad,Jaipur,1735,Delhivery,Clear,Jam (Gridlock),1,0,1,3.97
Chennai,Mumbai,291,Xpressbees,Heavy Rain (Monsoon),Jam (Gridlock),7,0,1,8.88
Ahmedabad,Delhi,2281,India Post,Clear,High,11,1,0,0.0
Ahmedabad,Jaipur,2464,Shadowfax,Clear,Low,10,1,0,0.0
Ahmedabad,Jaipur,334,Blue Dart,Clear,Low,9,0,0,0.0
Chennai,Pune,2147,DTDC,Heavy Rain (Monsoon),Low,8,0,1,12.2
Delhi,Kolkata,473,Delhivery,Heavy Rain (Monsoon),Low,10,1,1,50.48
Pune,Hyderabad,254,Ecom Express,Clear,Low,3,0,0,0.0
Chennai,Bangalore,576,Xpressbees,Clear,Medium,2,0,0,0.0
Chennai,Lucknow,1523,DTDC,Clear,Medium,4,0,0,0.0
Chennai,Pune,1761,Shadowfax,Clear,Medium,3,0,0,0.0
Lucknow,Bangalore,2136,Xpressbees,Clear,Low,3,0,0,0.0
Hyderabad,Delhi,490,India Post,Fog,High,1,0,1,6.93
Bangalore,Chennai,1343,Blue Dart,Clear,High,3,0,0,0.0
Hyderabad,Pune,1617,Delhivery,Clear,Low,11,1,1,29.62
Jaipur,Bangalore,1017,DTDC,Fog,Jam (Gridlock),12,0,0,0.0
Jaipur,Bangalore,2070,India Post,Fog,Jam (Gridlock),4,0,1,3.23
Delhi,Kolkata,1566,Xpressbees,Fog,Jam (Gridlock),2,0,1,11.07
Lucknow,Chennai,712,India Post,Clear,Low,10,1,1,20.66
Bangalore,Pune,486,Shadowfax,Clear,High,3,0,0,0.0
Jaipur,Bangalore,887,Ecom Express,Fog,Low,5,0,0,0.0
Chennai,Mumbai,441,Blue Dart,Clear,Low,7,0,0,0.0
Mumbai,Lucknow,1718,Delhivery,Clear,Jam (Gridlock),12,0,0,0.0
Mumbai,Lucknow,386,Xpressbees,Clear,High,5,0,0,0.0
Mumbai,Bangalore,201,Delhivery,Clear,Jam (Gridlock),4,0,0,0.0
Hyderabad,Ahmedabad,1582,Ecom Express,Rain,Medium,9,0,1,1.23
Jaipur,Kolkata,2194,Delhivery,Storm,Medium,9,0,0,0.0
Pune,Hyderabad,2131,DTDC,Clear,Jam (Gridlock),4,0,1,3.42
Jaipur,Bangalore,1418,India Post,Clear,High,7,0,0,0.0
Kolkata,Lucknow,736,Blue Dart,Clear,Low,5,0,0,0.0
Bangalore,Delhi,886,DTDC,Clear,High,9,0,0,0.0
Bangalore,Pune,1438,India Post,Clear,Medium,10,1,1,32.98
Hyderabad,Lucknow,914,DTDC,Fog,Low,1,0,0,0.0
Ahmedabad,Kolkata,451,Blue Dart,Clear,High,4,0,0,0.0
Pune,Kolkata,1052,Shadowfax,Clear,Low,5,0,0,0.0
Chennai,Pune,1093,Ecom Express,Rain,Medium,6,0,0,0.0
Mumbai,Kolkata,1109,Xpressbees,Clear,High,4,0,0,0.0
Kolkata,Jaipur,500,Xpressbees,Heavy Rain (Monsoon),High,7,0,1,14.63
Ahmedabad,Kolkata,2394,DTDC,Clear,High,1,0,0,0.0
Jaipur,Kolkata,991,Shadowfax,Clear,Medium,12,0,0,0.0
Bangalore,Ahmedabad,1513,Xpressbees,Clear,Low,10,1,0,0.0
Chennai,Lucknow,1793,Delhivery,Clear,Low,3,0,0,0.0
Lucknow,Delhi,1816,Delhivery,Heavy Rain (Monsoon),High,9,0,0,0.0
Delhi,Jaipur,1931,Delhivery,Heavy Rain (Monsoon),Low,3,0,0,0.0
Delhi,Bangalore,1289,Ecom Express,Clear,Medium,10,1,0,0.0
Lucknow,Jaipur,817,Blue Dart,Clear,Medium,9,0,1,0.0
Chennai,Pune,846,India Post,Clear,Medium,8,0,0,0.0
Hyderabad,Delhi,373,India Post,Clear,Jam (Gridlock),7,0,0,0.0
Kolkata,Hyderabad,1282,India Post,Storm,High,9,0,0,0.0
Kolkata,Chennai,929,Ecom Express,Fog,Low,10,1,0,0.0
Pune,Mumbai,1888,Xpressbees,Clear,High,3,0,0,0.0
Lucknow,Pune,1149,India Post,Clear,Medium,5,0,0,0.0
Lucknow,Pune,1868,India Post,Rain,Low,6,0,0,0.0
Ahmedabad,Mumbai,297,Xpressbees,Rain,Medium,7,0,0,0.0
Mumbai,Chennai,187,DTDC,Heavy Rain (Monsoon),Jam (Gridlock),9,0,1,19.87
Chennai,Mumbai,415,Ecom Express,Heavy Rain (Monsoon),Medium,4,0,0,0.0
Chennai,Pune,195,India Post,Rain,Medium,9,0,0,0.0
Lucknow,Mumbai,1808,Shadowfax,Clear,Medium,3,0,1,0.0
Pune,Chennai,1120,Shadowfax,Clear,Low,10,1,1,25.24
Jaipur,Mumbai,2211,India Post,Heavy Rain (Monsoon),Medium,8,0,0,0.0
Kolkata,Jaipur,2338,Delhivery,Storm,Jam (Gridlock),8,0,1,3.12
Kolkata,Mumbai,2033,Shadowfax,Clear,Medium,5,0,0,0.0
Chennai,Hyderabad,587,India Post,Clear,Low,5,0,0,0.0
Lucknow,Delhi,2298,Blue Dart,Heavy Rain (Monsoon),High,9,0,0,0.0
Delhi,Ahmedabad,1663,Ecom Express,Clear,High,4,0,0,0.0
Kolkata,Ahmedabad,2178,DTDC,Fog,High,7,0,0,0.0
Chennai,Jaipur,730,Delhivery,Rain,Low,8,0,0,0.0
Ahmedabad,Delhi,1577,DTDC,Clear,Medium,12,0,0,0.0
Delhi,Mumbai,1659,Shadowfax,Clear,High,3,0,0,0.0
Bangalore,Ahmedabad,718,DTDC,Clear,Medium,12,0,0,0.0
Mumbai,Pune,186,Shadowfax,Clear,High,10,1,0,0.0
Kolkata,Jaipur,2391,India Post,Heavy Rain (Monsoon),Low,7,0,1,15.56
Bangalore,Pune,745,India Post,Clear,Jam (Gridlock),3,0,1,3.65
Pune,Delhi,662,Ecom Express,Rain,Jam (Gridlock),2,0,1,3.35
Ahmedabad,Bangalore,378,Delhivery,Fog,High,1,0,0,0.0
Mumbai,Pune,850,Delhivery,Rain,Jam (Gridlock),8,0,1,3.47
Bangalore,Lucknow,1204,Xpressbees,Fog,High,5,0,0,0.0
Pune,Chennai,1784,Ecom Express,Clear,Low,2,0,1,0.0
Hyderabad,Delhi,1871,India Post,Clear,Medium,4,0,0,0.0
Delhi,Mumbai,1104,Shadowfax,Fog,Jam (Gridlock),2,0,1,11.33
Jaipur,Chennai,1623,Shadowfax,Clear,Medium,7,0,0,0.0
Mumbai,Kolkata,472,Delhivery,Clear,High,8,0,0,0.0
Delhi,Hyderabad,1605,India Post,Fog,High,9,0,0,0.0
Mumbai,Jaipur,1863,Blue Dart,Clear,Low,6,0,0,0.0
Kolkata,Jaipur,1282,Xpressbees,Rain,Low,7,0,0,0.0
Bangalore,Hyderabad,1339,India Post,Rain,Medium,10,1,1,24.67
Lucknow,Mumbai,674,DTDC,Clear,Medium,11,1,0,0.0
Ahmedabad,Bangalore,1187,Xpressbees,Fog,Jam (Gridlock),1,0,1,4.25
Chennai,Mumbai,227,India Post,Rain,High,1,0,0,0.0
Ahmedabad,Bangalore,876,India Post,Clear,High,12,0,0,0.0
Ahmedabad,Pune,857,DTDC,Rain,Low,12,0,0,0.0
Ahmedabad,Jaipur,1086,Blue Dart,Heavy Rain (Monsoon),Low,7,0,0,0.0
Lucknow,Chennai,1647,Delhivery,Clear,Low,5,0,0,0.0
Mumbai,Delhi,673,Blue Dart,Heavy Rain (Monsoon),Jam (Gridlock),9,0,1,11.55
Mumbai,Delhi,129,DTDC,Fog,Medium,12,0,1,8.33
Mumbai,Kolkata,2325,India Post,Clear,High,9,0,0,0.0
Bangalore,Lucknow,1563,Ecom Express,Clear,Jam (Gridlock),10,1,0,0.0
Ahmedabad,Hyderabad,489,Xpressbees,Clear,Medium,11,1,0,0.0
Kolkata,Hyderabad,1963,Ecom Express,Heavy Rain (Monsoon),Low,7,0,1,8.45
Hyderabad,Mumbai,2110,Xpressbees,Rain,Jam (Gridlock),6,0,1,5.85
Pune,Delhi,841,Shadowfax,Rain,Medium,9,0,1,1.61
Lucknow,Hyderabad,1952,Shadowfax,Heavy Rain (Monsoon),Medium,6,0,1,22.21
Chennai,Pune,794,India Post,Clear,Medium,2,0,0,0.0
Lucknow,Mumbai,913,Xpressbees,Fog,Jam (Gridlock),8,0,0,0.0
Chennai,Lucknow,438,Shadowfax,Rain,Medium,9,0,0,0.0
Chennai,Delhi,283,Xpressbees,Storm,High,1,0,0,0.0
Kolkata,Mumbai,1124,Blue Dart,Clear,Jam (Gridlock),3,0,1,4.35
Kolkata,Ahmedabad,1511,Delhivery,Rain,Low,9,0,0,0.0
Hyderabad,Bangalore,2363,Blue Dart,Heavy Rain (Monsoon),Jam (Gridlock),1,0,1,11.13
Mumbai,Pune,962,Blue Dart,Clear,High,8,0,0,0.0
Lucknow,Pune,2011,Xpressbees,Clear,Low,10,1,1,28.98
Delhi,Chennai,2063,Shadowfax,Clear,High,7,0,0,0.0
Pune,Delhi,1688,Xpressbees,Clear,High,4,0,0,0.0
Bangalore,Mumbai,1752,Blue Dart,Storm,High,4,0,1,0.0
Ahmedabad,Bangalore,111,Xpressbees,Heavy Rain (Monsoon),Low,7,0,1,14.46
Hyderabad,Jaipur,997,Shadowfax,Heavy Rain (Monsoon),Low,9,0,1,7.18
Ahmedabad,Bangalore,1384,Blue Dart,Storm,High,5,0,0,0.0
Hyderabad,Jaipur,2220,India Post,Clear,Low,2,0,1,0.0
Chennai,Jaipur,488,India Post,Rain,Medium,8,0,0,0.0
Bangalore,Hyderabad,2113,DTDC,Clear,Jam (Gridlock),2,0,1,2.85
Kolkata,Pune,2393,Delhivery,Clear,Medium,1,0,0,0.0
Bangalore,Kolkata,969,Ecom Express,Clear,Medium,2,0,0,0.0
Mumbai,Lucknow,562,Shadowfax,Fog,Medium,12,0,0,0.0
Chennai,Pune,2243,Ecom Express,Rain,High,8,0,0,0.0
Delhi,Kolkata,1265,Blue Dart,Heavy Rain (Monsoon),Medium,3,0,1,14.68
Chennai,Delhi,633,Shadowfax,Clear,Medium,3,0,0,0.0
Kolkata,Pune,841,Xpressbees,Clear,High,8,0,0,0.0
Ahmedabad,Pune,1117,Delhivery,Fog,Medium,6,0,0,0.0
Chennai,Pune,364,Shadowfax,Clear,Low,5,0,0,0.0
Mumbai,Hyderabad,2030,Blue Dart,Clear,Medium,7,0,0,0.0
Kolkata,Chennai,2035,DTDC,Heavy Rain (Monsoon),High,2,0,1,10.42
Jaipur,Delhi,1296,Xpressbees,Clear,High,12,0,0,0.0
Ahmedabad,Bangalore,1386,Ecom Express,Rain,High,8,0,1,3.26
Lucknow,Hyderabad,2045,Blue Dart,Clear,Low,12,0,0,0.0
Lucknow,Chennai,777,India Post,Storm,Medium,3,0,0,0.0
Hyderabad,Mumbai,1136,India Post,Storm,Medium,7,0,0,0.0
Kolkata,Delhi,1951,Shadowfax,Clear,Jam (Gridlock),10,1,0,0.0
Pune,Jaipur,803,Xpressbees,Heavy Rain (Monsoon),Medium,7,0,1,19.89
Kolkata,Pune,2080,DTDC,Clear,High,12,0,0,0.0
Pune,Mumbai,1665,Ecom Express,Clear,High,5,0,0,0.0
Pune,Bangalore,1983,Blue Dart,Fog,Jam (Gridlock),2,0,0,0.0
Delhi,Pune,2240,India Post,Clear,High,6,0,0,0.0
Hyderabad,Ahmedabad,1290,India Post,Clear,Medium,11,1,0,0.0
Bangalore,Ahmedabad,966,Blue Dart,Rain,Medium,7,0,0,0.0
Kolkata,Jaipur,1974,Delhivery,Clear,Low,7,0,1,0.0
Bangalore,Jaipur,2123,Blue Dart,Fog,High,6,0,0,0.0
Mumbai,Pune,1109,Xpressbees,Clear,Jam (Gridlock),4,0,0,0.0
Lucknow,Pune,1217,Shadowfax,Clear,Medium,5,0,0,0.0
Pune,Chennai,1116,Blue Dart,Heavy Rain (Monsoon),Low,2,0,0,0.0
Delhi,Jaipur,1273,India Post,Fog,Jam (Gridlock),11,1,1,26.21
Ahmedabad,Delhi,641,Blue Dart,Clear,Low,1,0,0,0.0
Pune,Kolkata,888,DTDC,Clear,Medium,8,0,0,0.0
Bangalore,Jaipur,1299,India Post,Clear,Low,5,0,0,0.0
Delhi,Kolkata,947,Xpressbees,Rain,Medium,12,0,0,0.0
Bangalore,Lucknow,1432,Xpressbees,Heavy Rain (Monsoon),Low,8,0,1,14.09
Pune,Mumbai,2159,Xpressbees,Clear,High,4,0,0,0.0
Bangalore,Mumbai,799,Blue Dart,Rain,Medium,9,0,0,0.0
Delhi,Hyderabad,153,Delhivery,Rain,High,12,0,0,0.0
Chennai,Delhi,1833,Ecom Express,Rain,High,9,0,1,2.83
Delhi,Chennai,1358,Delhivery,Rain,High,9,0,0,0.0
Mumbai,Pune,1329,Delhivery,Storm,Jam (Gridlock),11,1,0,0.0
Jaipur,Ahmedabad,1076,Xpressbees,Clear,High,5,0,0,0.0
Delhi,Jaipur,877,Shadowfax,Rain,High,8,0,0,0.0
Pune,Lucknow,1902,Delhivery,Clear,Medium,4,0,0,0.0
Lucknow,Delhi,1295,DTDC,Storm,High,3,0,1,0.0
Lucknow,Bangalore,1459,Blue Dart,Clear,High,3,0,0,0.0
Hyderabad,Mumbai,121,Ecom Express,Clear,Jam (Gridlock),10,1,1,27.51
Kolkata,Mumbai,1898,DTDC,Heavy Rain (Monsoon),High,6,0,1,12.31
Ahmedabad,Pune,1056,India Post,Clear,Jam (Gridlock),10,1,0,0.0
Jaipur,Ahmedabad,2446,India Post,Rain,Low,7,0,0,0.0
Hyderabad,Lucknow,788,India Post,Clear,Low,10,1,0,0.0
Ahmedabad,Jaipur,1539,DTDC,Heavy Rain (Monsoon),Low,9,0,1,17.49
Ahmedabad,Lucknow,54,Blue Dart,Heavy Rain (Monsoon),Medium,9,0,1,10.78
Bangalore,Hyderabad,1647,Delhivery,Rain,High,7,0,0,0.0
Delhi,Pune,311,Shadowfax,Rain,High,9,0,0,0.0
Kolkata,Delhi,1655,Blue Dart,Heavy Rain (Monsoon),High,6,0,1,5.53
Bangalore,Kolkata,1006,Xpressbees,Fog,Low,1,0,0,0.0
Bangalore,Ahmedabad,295,Xpressbees,Rain,High,6,0,1,3.93
Lucknow,Chennai,2034,Shadowfax,Rain,Low,6,0,0,0.0
Delhi,Chennai,189,DTDC,Clear,Medium,2,0,0,0.0
Jaipur,Lucknow,230,Delhivery,Clear,Low,6,0,0,0.0
Chennai,Bangalore,428,Blue Dart,Rain,Jam (Gridlock),8,0,1,4.61
Bangalore,Mumbai,2311,India Post,Clear,High,3,0,0,0.0
Jaipur,Kolkata,1640,India Post,Clear,Low,4,0,0,0.0
Hyderabad,Lucknow,798,Shadowfax,Fog,Jam (Gridlock),6,0,1,4.03
Pune,Kolkata,1086,Delhivery,Clear,Medium,3,0,0,0.0
Bangalore,Mumbai,274,DTDC,Fog,High,12,0,0,0.0
Hyderabad,Ahmedabad,1351,India Post,Clear,Medium,7,0,0,0.0
Jaipur,Kolkata,2185,Blue Dart,Rain,Low,5,0,0,0.0
Mumbai,Hyderabad,1741,Delhivery,Clear,High,11,1,0,0.0
Pune,Bangalore,1318,Delhivery,Clear,High,3,0,0,0.0
Ahmedabad,Mumbai,179,Ecom Express,Fog,Medium,7,0,0,0.0
Hyderabad,Kolkata,544,Shadowfax,Clear,Low,7,0,0,0.0
Hyderabad,Jaipur,1355,India Post,Clear,Low,5,0,1,0.0
Chennai,Ahmedabad,1502,Ecom Express,Clear,Low,2,0,0,0.0
Bangalore,Kolkata,390,Blue Dart,Rain,High,9,0,0,0.0
Jaipur,Hyderabad,2492,Ecom Express,Rain,Medium,7,0,0,0.0
Delhi,Ahmedabad,731,DTDC,Storm,Jam (Gridlock),3,0,1,3.43
Ahmedabad,Mumbai,1858,Blue Dart,Clear,Jam (Gridlock),1,0,0,0.0
Delhi,Hyderabad,2487,DTDC,Heavy Rain (Monsoon),High,8,0,0,0.0
Mumbai,Lucknow,600,India Post,Clear,Jam (Gridlock),4,0,0,0.0
Pune,Bangalore,1664,DTDC,Clear,Medium,8,0,0,0.0
Pune,Delhi,1056,Shadowfax,Clear,High,1,0,0,0.0
Delhi,Mumbai,883,Ecom Express,Rain,High,7,0,1,3.1
Jaipur,Mumbai,758,Delhivery,Clear,Medium,5,0,0,0.0
Delhi,Chennai,2399,Ecom Express,Heavy Rain (Monsoon),Low,6,0,0,0.0
Chennai,Hyderabad,707,DTDC,Clear,Jam (Gridlock),7,0,0,0.0
Ahmedabad,Kolkata,326,India Post,Rain,Medium,7,0,0,0.0
Bangalore,Hyderabad,908,DTDC,Fog,High,1,0,0,0.0
Mumbai,Pune,2231,Blue Dart,Rain,High,9,0,0,0.0
Kolkata,Chennai,2124,DTDC,Clear,Medium,2,0,0,0.0
Mumbai,Lucknow,962,Delhivery,Clear,Medium,1,0,0,0.0
Bangalore,Chennai,678,Shadowfax,Clear,High,6,0,0,0.0
Chennai,Lucknow,272,Delhivery,Clear,Medium,4,0,0,0.0
Chennai,Kolkata,1608,Blue Dart,Clear,High,5,0,0,0.0
Lucknow,Kolkata,951,Ecom Express,Clear,Low,5,0,0,0.0
Delhi,Hyderabad,1428,Shadowfax,Rain,High,10,1,1,44.8
Ahmedabad,Jaipur,79,Blue Dart,Clear,Low,11,1,0,0.0
Kolkata,Delhi,104,Xpressbees,Fog,Medium,12,0,1,9.53
